date,price,volume,return_1d,return_3d,return_7d,return_14d,MA7,MA30,MA_diff,vol_7d,vol_MA7,highest_30,lowest_30,pos_channel_30
2025-05-16,92661.57709921524,28433454599.4388,0.035440943973252814,-0.0635716864885838,0.9161704011468874,8.553340635744998,92610.53348139448,84257.699995269,8352.833486125484,0.7417624337280232,28964546014.729164,93135.41263308965,73774.73011218943,0.9755258868914926
2025-05-17,92774.91969827427,23192784264.30744,0.12231887542522024,-0.38706322828627737,1.3731311044998362,8.26433754708551,92790.05714041421,84891.03964813848,7899.017492275729,0.714037406303712,27096961561.810234,93135.41263308965,74244.36963512853,0.9809172561380392
2025-05-18,92467.02874784663,16977184629.284098,-0.3318687328741077,-0.17458926189345414,-0.5743243786363816,8.954249650572699,92713.75309506567,85483.88955773451,7229.863537331155,0.3580506488576716,26784743577.534145,93135.41263308965,74244.36963512853,0.9646190056676512
2025-05-19,94801.88712185419,27488233462.701668,2.525071266618295,2.3098139376014126,2.3689333730765094,13.805946305001404,93027.15642782862,86169.14014062536,6858.016287203267,1.017093310844623,27227255662.96179,94801.88712185419,74302.9027027906,1.0
2025-05-20,94038.27749049061,38583891766.1232,-0.8054793575807961,1.36174495900947,1.4212133157627926,12.287522240397507,93215.40734101323,86808.6273254398,6406.780015573429,1.1066004938982918,27191158495.113575,94801.88712185419,74302.9027027906,0.9627489042504253
2025-05-21,94607.69454709173,32242987081.15188,0.6055162555042459,2.3150584897483784,1.5807971129114806,10.79512334199193,93425.73332872785,87485.45372024985,5940.279608477998,1.11391307216297,27472967218.632866,94801.88712185419,75967.75672781939,0.9896893262019696
2025-05-22,96787.03367900707,53591769889.59997,2.30355378846121,2.0939947689029292,4.489194926735829,12.787487306222722,94019.77405482567,88179.42961862274,5840.344436202926,1.2903117398026538,31501472241.801006,96787.03367900707,82373.97591522612,1.0
2025-05-23,98871.81662107036,46279243141.52141,2.1539899125098128,5.139969871384054,6.7020654258945545,7.679638166738978,94906.95112937641,88729.35764215089,6177.593487225517,1.3717582769759578,34050870604.955666,98871.81662107036,82541.33295031555,1.0
2025-05-24,94299.52598955427,43318043254.6442,-4.624463055068118,-0.3257330801820446,1.6433388422629536,3.039035143558233,95124.7520281307,89119.29887711038,6005.453151020309,2.528397637807179,36925907603.5752,98871.81662107036,82541.33295031555,0.7200149901435982
2025-05-25,94840.16453404156,23859902336.769535,0.5733205324353063,-2.011497894875347,2.5664670081120056,1.9774027837783592,95463.77142615854,89529.25992990125,5934.511496257284,2.5161459218385427,37909152990.35883,98871.81662107036,82671.16752167573,0.7511425584065359
2025-05-26,95724.25823928311,26074147044.01101,0.9321933482350886,-3.1834738041178867,0.9729459459423495,3.364927760234271,95595.5387286484,89950.1663843026,5645.3723443458,2.3579513461179378,37707140644.8316,98871.81662107036,82671.16752167573,0.8057140573518831
2025-05-27,96017.00847375012,24536358239.36782,0.3058265896772161,1.8213055327405359,2.1041761249397606,3.555294271977294,95878.21458339975,90381.7634316275,5496.451151772242,2.3189932381674203,35700350141.00941,98871.81662107036,82671.16752167573,0.8237843354420334
2025-05-28,96193.03467464032,34377377094.44574,0.1833281453861746,1.426473843909415,1.6756989324578475,3.2829854457147034,96104.69174447811,90832.49233672633,5272.199407751788,2.3158609966811703,36005263000.051384,98871.81662107036,82775.55785512735,0.8335773557456784
2025-05-29,95930.69199938081,26504393856.407967,-0.2727252302069938,0.21565459361583272,-0.8847690099340277,3.564706911294513,95982.35721881723,91253.60315213935,4728.7540666778805,2.1348102072444646,32135637852.452522,98871.81662107036,82775.55785512735,0.817278992313886
2025-05-30,92934.14789122343,33641626390.319233,-3.1236552616306756,-3.21074425409692,-6.005420890164537,0.2941572985708518,95134.11882883908,91592.2228200092,3541.8960088298772,2.135191382792882,30330264030.852215,98871.81662107036,83211.48947370166,0.6208464437574283
2025-05-31,91658.58275519268,34967656371.91563,-1.3725472982479614,-4.713908792653032,-2.8005901478806328,-1.2032744913303972,94756.84122393027,91873.7925960589,2883.048627871365,1.410721170103639,29137351619.033848,98871.81662107036,83301.34777648957,0.5367362448826835
2025-06-01,92254.81904703937,18006107749.73211,0.6504969572125763,-3.8318007258460796,-2.7260027433569145,-0.22949769629339034,94387.50615435853,92103.60621671694,2283.8999376415886,1.4198343703550127,28301095249.457073,98871.81662107036,83301.34777648957,0.5750290090761144
2025-06-02,93091.61394939375,15606120434.950588,0.9070473618594477,0.16943831922215935,-2.750237336191741,-1.8040497129156563,94011.41411294579,92350.2278847999,1661.186228145889,1.4159720223770913,26805662876.734158,98871.81662107036,83301.34777648957,0.6287714435979637
